"literal","code","standard","contributor","broader_code","broader_term","uri","broader_uri"
"ouderlingen","300025761","ouderlingen","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300025761","http://vocab.getty.edu/aat/300168457"
"bezemmakers","300025395","bezemmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025395","http://vocab.getty.edu/aat/300168308"
"melkers","300404864","melkers","AAT Getty NL","300230848","<personen in de landbouw>","http://vocab.getty.edu/aat/300404864","http://vocab.getty.edu/aat/300230848"
"sultans","300264266","sultans","AAT Getty NL","300237007","monarchen","http://vocab.getty.edu/aat/300264266","http://vocab.getty.edu/aat/300237007"
"dekens","300264503","dekens (geestelijken)","AAT Getty NL","300239152","christelijke geestelijken","http://vocab.getty.edu/aat/300264503","http://vocab.getty.edu/aat/300239152"
"generaals","300236762","generaals","AAT Getty NL","300236210","officieren","http://vocab.getty.edu/aat/300236762","http://vocab.getty.edu/aat/300236210"
"altviolisten","300235045","altviolisten","AAT Getty NL","300234983","instrumentalisten: snaarinstrumenten","http://vocab.getty.edu/aat/300235045","http://vocab.getty.edu/aat/300234983"
"industrieel ingenieurs","300025082","industrieel ingenieurs","AAT Getty NL","300025063","ingenieurs","http://vocab.getty.edu/aat/300025082","http://vocab.getty.edu/aat/300025063"
"wetenschapsfotografen","300025696","wetenschapsfotografen","AAT Getty NL","300025785","<wetenschappers en personen in aanverwante beroepen>","http://vocab.getty.edu/aat/300025696","http://vocab.getty.edu/aat/300025785"
"aardwetenschappers","300254368","aardwetenschappers","AAT Getty NL","300025788","wetenschappers","http://vocab.getty.edu/aat/300254368","http://vocab.getty.edu/aat/300025788"
"fabeldichters","300025500","fabeldichters","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300025500","http://vocab.getty.edu/aat/300025492"
"sociolinguïsten","300252325","sociolinguïsten","AAT Getty NL","300025561","linguisten","http://vocab.getty.edu/aat/300252325","http://vocab.getty.edu/aat/300025561"
"staalgraveurs","300025741","staalgraveurs","AAT Getty NL","300025701","<personen in de grafische industrie>","http://vocab.getty.edu/aat/300025741","http://vocab.getty.edu/aat/300025701"
"hoornwerkers","300025287","hoornwerkers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300025287","http://vocab.getty.edu/aat/300025281"
"medailleurs","300025337","medailleurs","AAT Getty NL","300025326","<metaalwerkers naar product>","http://vocab.getty.edu/aat/300025337","http://vocab.getty.edu/aat/300025326"
"muntmeesters","300205361","muntmeesters","AAT Getty NL","300025457","overheidsfunctionarissen","http://vocab.getty.edu/aat/300205361","http://vocab.getty.edu/aat/300025457"
"vitreografen","300261467","vitreografen","AAT Getty NL","300025164","prentkunstenaars","http://vocab.getty.edu/aat/300261467","http://vocab.getty.edu/aat/300025164"
"grafisch ontwerpers","300025119","grafisch ontwerpers","AAT Getty NL","300025190","ontwerpers","http://vocab.getty.edu/aat/300025119","http://vocab.getty.edu/aat/300025190"
"kopers","300025211","kopers","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025211","http://vocab.getty.edu/aat/300025207"
"loftsmen","300266533","loftsmen","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300266533","http://vocab.getty.edu/aat/300025254"
"narren","300025663","narren","AAT Getty NL","300068931","uitvoerend kunstenaars","http://vocab.getty.edu/aat/300025663","http://vocab.getty.edu/aat/300068931"
"farmaceuten","300188530","farmaceuten","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300188530","http://vocab.getty.edu/aat/300155832"
"karabiniers","300247590","karabiniers","AAT Getty NL","300185678","soldaten","http://vocab.getty.edu/aat/300247590","http://vocab.getty.edu/aat/300185678"
"politicologen","300025596","politicologen","AAT Getty NL","300171580","sociale wetenschappers","http://vocab.getty.edu/aat/300025596","http://vocab.getty.edu/aat/300171580"
"jachtopzieners","300236757","jachtopzieners","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300236757","http://vocab.getty.edu/aat/300174088"
"musicologen","300025563","musicologen","AAT Getty NL","300168332","<personen in beroepen met betrekking tot de kunsten>","http://vocab.getty.edu/aat/300025563","http://vocab.getty.edu/aat/300168332"
"filatelisten","300025567","filatelisten","AAT Getty NL","300168378","<personen in beroepen met betrekking tot geschiedenis>","http://vocab.getty.edu/aat/300025567","http://vocab.getty.edu/aat/300168378"
"borstelmakers","300025387","borstelmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025387","http://vocab.getty.edu/aat/300168308"
"cellisten","300235047","cellisten","AAT Getty NL","300234983","instrumentalisten: snaarinstrumenten","http://vocab.getty.edu/aat/300235047","http://vocab.getty.edu/aat/300234983"
"ranchhouders","300136492","ranchhouders","AAT Getty NL","300230848","<personen in de landbouw>","http://vocab.getty.edu/aat/300136492","http://vocab.getty.edu/aat/300230848"
"tsaren","300025477","tsaren","AAT Getty NL","300237007","monarchen","http://vocab.getty.edu/aat/300025477","http://vocab.getty.edu/aat/300237007"
"planeetgoden","300412113","planeetgoden","AAT Getty NL","300343850","godheden","http://vocab.getty.edu/aat/300412113","http://vocab.getty.edu/aat/300343850"
"stereotypeurs","300025743","stereotypeurs","AAT Getty NL","300025701","<personen in de grafische industrie>","http://vocab.getty.edu/aat/300025743","http://vocab.getty.edu/aat/300025701"
"ecologen","300025797","ecologen","AAT Getty NL","300025788","wetenschappers","http://vocab.getty.edu/aat/300025797","http://vocab.getty.edu/aat/300025788"
"humoristen","300025549","humoristen","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300025549","http://vocab.getty.edu/aat/300025492"
"filmers","300075154","filmers","AAT Getty NL","300025645","<personen in de uitvoerende kunsten>","http://vocab.getty.edu/aat/300075154","http://vocab.getty.edu/aat/300025645"
"makers van inlegwerk","300025269","makers van inlegwerk","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300025269","http://vocab.getty.edu/aat/300025281"
"rijksambtenaren","300113288","rijksambtenaren","AAT Getty NL","300025426","<personen in regering en bestuur>","http://vocab.getty.edu/aat/300113288","http://vocab.getty.edu/aat/300025426"
"postdirecteuren","300136486","postdirecteuren","AAT Getty NL","300025457","overheidsfunctionarissen","http://vocab.getty.edu/aat/300136486","http://vocab.getty.edu/aat/300025457"
"houtsnijders","300025178","houtsnijders (prentkunstenaars)","AAT Getty NL","300025164","prentkunstenaars","http://vocab.getty.edu/aat/300025178","http://vocab.getty.edu/aat/300025164"
"industrieel vormgevers","300025203","industrieel vormgevers","AAT Getty NL","300025190","ontwerpers","http://vocab.getty.edu/aat/300025203","http://vocab.getty.edu/aat/300025190"
"kapitalisten","300404739","kapitalisten (personen)","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300404739","http://vocab.getty.edu/aat/300025207"
"machinisten","300025271","machinisten","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300025271","http://vocab.getty.edu/aat/300025254"
"scheepsarchitecten","300024996","scheepsarchitecten","AAT Getty NL","300024987","architecten","http://vocab.getty.edu/aat/300024996","http://vocab.getty.edu/aat/300024987"
"scheepswerktuigkundigen","300025083","scheepswerktuigkundigen","AAT Getty NL","300025063","ingenieurs","http://vocab.getty.edu/aat/300025083","http://vocab.getty.edu/aat/300025063"
"gemaskerden","300263463","gemaskerden","AAT Getty NL","300068931","uitvoerend kunstenaars","http://vocab.getty.edu/aat/300263463","http://vocab.getty.edu/aat/300068931"
"farmacologen","300189713","farmacologen","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300189713","http://vocab.getty.edu/aat/300155832"
"poëtici","300263251","poëtici","AAT Getty NL","300171575","<personen in beroepen met betrekking tot literatuur>","http://vocab.getty.edu/aat/300263251","http://vocab.getty.edu/aat/300171575"
"psychologen","300025597","psychologen","AAT Getty NL","300171580","sociale wetenschappers","http://vocab.getty.edu/aat/300025597","http://vocab.getty.edu/aat/300171580"
"heresiarchen","300236795","heresiarchen","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300236795","http://vocab.getty.edu/aat/300168457"
"pastors","300025771","pastors","AAT Getty NL","300239152","christelijke geestelijken","http://vocab.getty.edu/aat/300025771","http://vocab.getty.edu/aat/300239152"
"letterzetters","300025744","letterzetters","AAT Getty NL","300025701","<personen in de grafische industrie>","http://vocab.getty.edu/aat/300025744","http://vocab.getty.edu/aat/300025701"
"librettisten","300025674","librettisten","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300025674","http://vocab.getty.edu/aat/300025492"
"ferrotypisten","300404728","ferrotypisten","AAT Getty NL","300025687","fotografen","http://vocab.getty.edu/aat/300404728","http://vocab.getty.edu/aat/300025687"
"mechaniciëns","300025272","mechaniciëns","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300025272","http://vocab.getty.edu/aat/300025254"
"vernissers","300025270","vernissers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300025270","http://vocab.getty.edu/aat/300025281"
"blikslagers","300025324","blikslagers","AAT Getty NL","300025312","<metaalwerkers naar type metaal>","http://vocab.getty.edu/aat/300025324","http://vocab.getty.edu/aat/300025312"
"lettersnijders","300418020","lettersnijders","AAT Getty NL","300025326","<metaalwerkers naar product>","http://vocab.getty.edu/aat/300418020","http://vocab.getty.edu/aat/300025326"
"gymnasiarchen","300265176","gymnasiarchen","AAT Getty NL","300025426","<personen in regering en bestuur>","http://vocab.getty.edu/aat/300265176","http://vocab.getty.edu/aat/300025426"
"ministers","300250373","ministers (overheidsfunctionarissen)","AAT Getty NL","300025457","overheidsfunctionarissen","http://vocab.getty.edu/aat/300250373","http://vocab.getty.edu/aat/300025457"
"houtgraveurs","300025167","houtgraveurs","AAT Getty NL","300025164","prentkunstenaars","http://vocab.getty.edu/aat/300025167","http://vocab.getty.edu/aat/300025164"
"binnenhuisarchitecten","300025205","binnenhuisarchitecten","AAT Getty NL","300025190","ontwerpers","http://vocab.getty.edu/aat/300025205","http://vocab.getty.edu/aat/300025190"
"projectarchitecten","300137165","projectarchitecten","AAT Getty NL","300024987","architecten","http://vocab.getty.edu/aat/300137165","http://vocab.getty.edu/aat/300024987"
"mimespelers","300343595","mimespelers","AAT Getty NL","300068931","uitvoerend kunstenaars","http://vocab.getty.edu/aat/300343595","http://vocab.getty.edu/aat/300068931"
"artsen","300025809","artsen","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300025809","http://vocab.getty.edu/aat/300155832"
"sociologen","300025600","sociologen","AAT Getty NL","300171580","sociale wetenschappers","http://vocab.getty.edu/aat/300025600","http://vocab.getty.edu/aat/300171580"
"gidsen","300236786","gidsen (personen)","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300236786","http://vocab.getty.edu/aat/300174088"
"prelaten","300237368","prelaten","AAT Getty NL","300239152","christelijke geestelijken","http://vocab.getty.edu/aat/300237368","http://vocab.getty.edu/aat/300239152"
"straatkunstenaars","300312065","straatkunstenaars","AAT Getty NL","300260891","<schilders naar locatie of context>","http://vocab.getty.edu/aat/300312065","http://vocab.getty.edu/aat/300260891"
"teteo","300404939","teteo","AAT Getty NL","300343850","godheden","http://vocab.getty.edu/aat/300404939","http://vocab.getty.edu/aat/300343850"
"tekstschrijvers","300025675","tekstschrijvers","AAT Getty NL","300025645","<personen in de uitvoerende kunsten>","http://vocab.getty.edu/aat/300025675","http://vocab.getty.edu/aat/300025645"
"molenaars","300025273","molenaars (personen)","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300025273","http://vocab.getty.edu/aat/300025254"
"edelsteenslijpers","300025410","edelsteenslijpers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300025410","http://vocab.getty.edu/aat/300025281"
"sheriffs","300136495","sheriffs","AAT Getty NL","300025457","overheidsfunctionarissen","http://vocab.getty.edu/aat/300136495","http://vocab.getty.edu/aat/300025457"
"genie-officieren","300025086","genie-officieren","AAT Getty NL","300025063","ingenieurs","http://vocab.getty.edu/aat/300025086","http://vocab.getty.edu/aat/300025063"
"stencildrukkers","300025155","stencildrukkers","AAT Getty NL","300025143","<schilders naar techniek, instrument of gebruikt materiaal>","http://vocab.getty.edu/aat/300025155","http://vocab.getty.edu/aat/300025143"
"juweelontwerpers","300418043","juweelontwerpers","AAT Getty NL","300025190","ontwerpers","http://vocab.getty.edu/aat/300418043","http://vocab.getty.edu/aat/300025190"
"klanten","300025833","klanten","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025833","http://vocab.getty.edu/aat/300025207"
"poppenspelers","300237377","poppenspelers","AAT Getty NL","300068931","uitvoerend kunstenaars","http://vocab.getty.edu/aat/300237377","http://vocab.getty.edu/aat/300068931"
"psychoanalytici","300025812","psychoanalytici","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300025812","http://vocab.getty.edu/aat/300155832"
"vaasschilders","300263263","vaasschilders","AAT Getty NL","300260891","<schilders naar locatie of context>","http://vocab.getty.edu/aat/300263263","http://vocab.getty.edu/aat/300260891"
"materiaalkundigen","300251959","materiaalkundigen","AAT Getty NL","300025788","wetenschappers","http://vocab.getty.edu/aat/300251959","http://vocab.getty.edu/aat/300025788"
"romanschrijvers","300179382","romanschrijvers","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300179382","http://vocab.getty.edu/aat/300025492"
"goochelaars","300264526","goochelaars","AAT Getty NL","300025645","<personen in de uitvoerende kunsten>","http://vocab.getty.edu/aat/300264526","http://vocab.getty.edu/aat/300025645"
"vormers","300025305","vormers","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300025305","http://vocab.getty.edu/aat/300025254"
"leerbewerkers","300025288","leerbewerkers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300025288","http://vocab.getty.edu/aat/300025281"
"wetgevers","300025466","wetgevers","AAT Getty NL","300025426","<personen in regering en bestuur>","http://vocab.getty.edu/aat/300025466","http://vocab.getty.edu/aat/300025426"
"volkstribunen","300249814","volkstribunen (functionarissen)","AAT Getty NL","300025457","overheidsfunctionarissen","http://vocab.getty.edu/aat/300249814","http://vocab.getty.edu/aat/300025457"
"commissaires-priseurs","300412173","commissaires-priseurs","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300412173","http://vocab.getty.edu/aat/300025207"
"toeziende architecten","300137401","toeziende architecten","AAT Getty NL","300024987","architecten","http://vocab.getty.edu/aat/300137401","http://vocab.getty.edu/aat/300024987"
"verhalenvertellers","300250909","verhalenvertellers","AAT Getty NL","300068931","uitvoerend kunstenaars","http://vocab.getty.edu/aat/300250909","http://vocab.getty.edu/aat/300068931"
"therapeuten","300025598","therapeuten","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300025598","http://vocab.getty.edu/aat/300155832"
"zwitserse gardisten","300265778","Zwitserse gardisten","AAT Getty NL","300185678","soldaten","http://vocab.getty.edu/aat/300265778","http://vocab.getty.edu/aat/300185678"
"maraboets","300260332","maraboets","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300260332","http://vocab.getty.edu/aat/300168457"
"klokkenmakers","300025397","klokkenmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025397","http://vocab.getty.edu/aat/300168308"
"wiskundigen","300025786","wiskundigen","AAT Getty NL","300025788","wetenschappers","http://vocab.getty.edu/aat/300025786","http://vocab.getty.edu/aat/300025788"
"monarchen","300237007","monarchen","AAT Getty NL","300025475","heersers","http://vocab.getty.edu/aat/300237007","http://vocab.getty.edu/aat/300025475"
"toneelschrijvers","300025511","toneelschrijvers","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300025511","http://vocab.getty.edu/aat/300025492"
"musici","300025666","musici","AAT Getty NL","300025645","<personen in de uitvoerende kunsten>","http://vocab.getty.edu/aat/300025666","http://vocab.getty.edu/aat/300025645"
"marmerwerkers","300263264","marmerwerkers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300263264","http://vocab.getty.edu/aat/300025281"
"notarissen","300025454","notarissen","AAT Getty NL","300025426","<personen in regering en bestuur>","http://vocab.getty.edu/aat/300025454","http://vocab.getty.edu/aat/300025426"
"aquarellisten","300025157","aquarellisten","AAT Getty NL","300025143","<schilders naar techniek, instrument of gebruikt materiaal>","http://vocab.getty.edu/aat/300025157","http://vocab.getty.edu/aat/300025143"
"commissionairs","300136405","commissionairs","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300136405","http://vocab.getty.edu/aat/300025207"
"monteurs","300025019","monteurs","AAT Getty NL","300025001","bouwvakkers","http://vocab.getty.edu/aat/300025019","http://vocab.getty.edu/aat/300025001"
"wasvrouwen","300188519","wasvrouwen","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300188519","http://vocab.getty.edu/aat/300174088"
"dierenartsen","300237763","dierenartsen","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300237763","http://vocab.getty.edu/aat/300155832"
"medische wetenschappers","300025806","medische wetenschappers","AAT Getty NL","300025788","wetenschappers","http://vocab.getty.edu/aat/300025806","http://vocab.getty.edu/aat/300025788"
"dichters","300025513","dichters","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300025513","http://vocab.getty.edu/aat/300025492"
"uitvoerend kunstenaars","300068931","uitvoerend kunstenaars","AAT Getty NL","300025645","<personen in de uitvoerende kunsten>","http://vocab.getty.edu/aat/300068931","http://vocab.getty.edu/aat/300025645"
"herstellers","300025821","herstellers","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300025821","http://vocab.getty.edu/aat/300025254"
"metaalwerkers","300025297","metaalwerkers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300025297","http://vocab.getty.edu/aat/300025281"
"scenografen","300025681","scenografen","AAT Getty NL","300025190","ontwerpers","http://vocab.getty.edu/aat/300025681","http://vocab.getty.edu/aat/300025190"
"consumenten","300025836","consumenten","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025836","http://vocab.getty.edu/aat/300025207"
"personeel","300025852","personeel","AAT Getty NL","300024980","<personen naar beroep>","http://vocab.getty.edu/aat/300025852","http://vocab.getty.edu/aat/300024980"
"banketbakkers","300263076","banketbakkers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300263076","http://vocab.getty.edu/aat/300168308"
"kruidengenezers","300265350","kruidengenezers","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300265350","http://vocab.getty.edu/aat/300155832"
"metrologen","300025815","metrologen","AAT Getty NL","300025788","wetenschappers","http://vocab.getty.edu/aat/300025815","http://vocab.getty.edu/aat/300025788"
"satirici","300025514","satirici","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300025514","http://vocab.getty.edu/aat/300025492"
"producers","300197742","producers","AAT Getty NL","300025645","<personen in de uitvoerende kunsten>","http://vocab.getty.edu/aat/300197742","http://vocab.getty.edu/aat/300025645"
"tuigers","300263249","tuigers","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300263249","http://vocab.getty.edu/aat/300025254"
"niëllokunstenaars","300378949","niëllokunstenaars","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300378949","http://vocab.getty.edu/aat/300025281"
"politici","300025474","politici","AAT Getty NL","300025426","<personen in regering en bestuur>","http://vocab.getty.edu/aat/300025474","http://vocab.getty.edu/aat/300025426"
"handelaren","300025236","handelaren","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025236","http://vocab.getty.edu/aat/300025207"
"metselaars","300025040","metselaars","AAT Getty NL","300025001","bouwvakkers","http://vocab.getty.edu/aat/300025040","http://vocab.getty.edu/aat/300025001"
"vuurtorenwachters","300251969","vuurtorenwachters","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300251969","http://vocab.getty.edu/aat/300174088"
"koks","300248012","koks","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300248012","http://vocab.getty.edu/aat/300168308"
"natuurkundigen","300025816","natuurkundigen","AAT Getty NL","300025788","wetenschappers","http://vocab.getty.edu/aat/300025816","http://vocab.getty.edu/aat/300025788"
"scenarioschrijvers","300025515","scenarioschrijvers","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300025515","http://vocab.getty.edu/aat/300025492"
"kopiisten (schrijvers)","300025580","kopiisten (schrijvers)","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300025580","http://vocab.getty.edu/aat/300025254"
"huisschilders","300236851","huisschilders","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300236851","http://vocab.getty.edu/aat/300025281"
"registrators","300161880","registrators (regering en bestuur)","AAT Getty NL","300025426","<personen in regering en bestuur>","http://vocab.getty.edu/aat/300161880","http://vocab.getty.edu/aat/300025426"
"distributeurs","300404885","distributeurs","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300404885","http://vocab.getty.edu/aat/300025207"
"arbeiders","300025886","arbeiders","AAT Getty NL","300024980","<personen naar beroep>","http://vocab.getty.edu/aat/300025886","http://vocab.getty.edu/aat/300024980"
"kuipers","300025375","kuipers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025375","http://vocab.getty.edu/aat/300168308"
"zorgverleners","300411639","zorgverleners","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300411639","http://vocab.getty.edu/aat/300155832"
"onderhoudslieden","300025864","onderhoudslieden","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300025864","http://vocab.getty.edu/aat/300174088"
"predikers","300237357","predikers","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300237357","http://vocab.getty.edu/aat/300168457"
"televisiepersoonlijkheden","300136754","televisiepersoonlijkheden","AAT Getty NL","300025645","<personen in de uitvoerende kunsten>","http://vocab.getty.edu/aat/300136754","http://vocab.getty.edu/aat/300025645"
"uitzetters","300025279","uitzetters","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300025279","http://vocab.getty.edu/aat/300025254"
"heersers","300025475","heersers","AAT Getty NL","300025426","<personen in regering en bestuur>","http://vocab.getty.edu/aat/300025475","http://vocab.getty.edu/aat/300025426"
"hoofden van de huishouding","300237069","hoofden van de huishouding","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300237069","http://vocab.getty.edu/aat/300174088"
"messenmakers","300236522","messenmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300236522","http://vocab.getty.edu/aat/300168308"
"chirurgijnen","300411595","chirurgijnen","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300411595","http://vocab.getty.edu/aat/300155832"
"prinsen","300025482","prinsen","AAT Getty NL","300025475","heersers","http://vocab.getty.edu/aat/300025482","http://vocab.getty.edu/aat/300025475"
"stokers","300389988","stokers (beroepen naar activiteit)","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300389988","http://vocab.getty.edu/aat/300025254"
"staatslieden","300025484","staatslieden","AAT Getty NL","300025426","<personen in regering en bestuur>","http://vocab.getty.edu/aat/300025484","http://vocab.getty.edu/aat/300025426"
"exporteurs","300025223","exporteurs","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025223","http://vocab.getty.edu/aat/300025207"
"bodes","300025865","bodes","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300025865","http://vocab.getty.edu/aat/300174088"
"religieuzen","300025783","religieuzen","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300025783","http://vocab.getty.edu/aat/300168457"
"prinsessen","300155241","prinsessen","AAT Getty NL","300025475","heersers","http://vocab.getty.edu/aat/300155241","http://vocab.getty.edu/aat/300025475"
"financiers","300025224","financiers","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025224","http://vocab.getty.edu/aat/300025207"
"distillateurs","300411549","distillateurs","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300411549","http://vocab.getty.edu/aat/300168308"
"houtdraaiers","300025381","houtdraaiers","AAT Getty NL","300025254","<personen in ambachten en beroepen naar activiteit>","http://vocab.getty.edu/aat/300025381","http://vocab.getty.edu/aat/300025254"
"stukadoors","300025028","stukadoors","AAT Getty NL","300025001","bouwvakkers","http://vocab.getty.edu/aat/300025028","http://vocab.getty.edu/aat/300025001"
"wijzen","300412068","wijzen","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300412068","http://vocab.getty.edu/aat/300168457"
"ivoorwerkers","300263286","ivoorwerkers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300263286","http://vocab.getty.edu/aat/300025281"
"inpakkers","300025866","inpakkers","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300025866","http://vocab.getty.edu/aat/300174088"
"poppenmakers","300025399","poppenmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025399","http://vocab.getty.edu/aat/300168308"
"kruiers","300025868","kruiers","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300025868","http://vocab.getty.edu/aat/300174088"
"sjamanen","300218522","sjamanen","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300218522","http://vocab.getty.edu/aat/300168457"
"textielwerkers","300025349","textielwerkers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300025349","http://vocab.getty.edu/aat/300025281"
"hoteliers","300136478","hoteliers","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300136478","http://vocab.getty.edu/aat/300025207"
"prostituees","300189023","prostituees","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300189023","http://vocab.getty.edu/aat/300174088"
"viltwerkers","300265667","viltwerkers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300265667","http://vocab.getty.edu/aat/300168308"
"huissiers-priseurs","300412174","huissiers-priseurs","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300412174","http://vocab.getty.edu/aat/300025207"
