"literal","code","standard","contributor","broader_uri","broader_term","uri"
"lithographers","300025175","lithographers","AAT Getty","http://vocab.getty.edu/aat/300025164","print-makers","http://vocab.getty.edu/aat/300025175"
"stipple engravers","300025166","stipple engravers","AAT Getty","http://vocab.getty.edu/aat/300025165","engravers (printmakers)","http://vocab.getty.edu/aat/300025166"
"stone sculptors","300435235","stone sculptors","AAT Getty","http://vocab.getty.edu/aat/300025181","sculptors","http://vocab.getty.edu/aat/300435235"
"floral designers","300025201","floral designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300025201"
"auctioneers","300025208","auctioneers","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300025208"
"travel agents","300025221","travel agents","AAT Getty","http://vocab.getty.edu/aat/300025213","agents (commercial representatives)","http://vocab.getty.edu/aat/300025221"
"camera makers","300386683","camera makers","AAT Getty","http://vocab.getty.edu/aat/300025230","manufacturers","http://vocab.getty.edu/aat/300386683"
"retailers","300025246","retailers","AAT Getty","http://vocab.getty.edu/aat/300025245","merchants","http://vocab.getty.edu/aat/300025246"
"founders (craftsmen)","300025303","founders (craftsmen)","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300025303"
"repareurs","300261984","repareurs","AAT Getty","http://vocab.getty.edu/aat/300025256","carvers (people in crafts)","http://vocab.getty.edu/aat/300261984"
"feather workers","300417677","feather workers","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300417677"
"glaziers","300025286","glaziers (cutting glass)","AAT Getty","http://vocab.getty.edu/aat/300025283","glassworkers","http://vocab.getty.edu/aat/300025286"
"glaziers (cutting glass)","300025286","glaziers (cutting glass)","AAT Getty","http://vocab.getty.edu/aat/300025283","glass-workers","http://vocab.getty.edu/aat/300025286"
"tanners","300025296","tanners","AAT Getty","http://vocab.getty.edu/aat/300025288","leatherworkers","http://vocab.getty.edu/aat/300025296"
"platers","300238344","platers","AAT Getty","http://vocab.getty.edu/aat/300025300","<metalworkers by process or technique>","http://vocab.getty.edu/aat/300238344"
"gold workers","300435189","gold workers","AAT Getty","http://vocab.getty.edu/aat/300025312","<metalworkers by type of metal>","http://vocab.getty.edu/aat/300435189"
"coremakers","300025334","coremakers","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300025334"
"core-makers","300025334","core-makers","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300025334"
"sewers (textile workers)","300025361","sewers (textile workers)","AAT Getty","http://vocab.getty.edu/aat/300025349","textile workers","http://vocab.getty.edu/aat/300025361"
"upholsterers","300025407","upholsterers","AAT Getty","http://vocab.getty.edu/aat/300025401","furniture workers","http://vocab.getty.edu/aat/300025407"
"courtiers","300025449","courtiers","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300025449"
"public administrators","300025444","public administrators","AAT Getty","http://vocab.getty.edu/aat/300025427","administrators","http://vocab.getty.edu/aat/300025444"
"vice-presidents","300122959","vice-presidents","AAT Getty","http://vocab.getty.edu/aat/300025432","executives","http://vocab.getty.edu/aat/300122959"
"supervisors","300025437","supervisors","AAT Getty","http://vocab.getty.edu/aat/300025435","managers","http://vocab.getty.edu/aat/300025437"
"intendants","300250835","intendants","AAT Getty","http://vocab.getty.edu/aat/300025457","public officers","http://vocab.getty.edu/aat/300250835"
"dictators","300236596","dictators","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300236596"
"philosophers","300025569","philosophers","AAT Getty","http://vocab.getty.edu/aat/300025485","<people in the humanities>","http://vocab.getty.edu/aat/300025569"
"corporate authors","300417252","corporate authors","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300417252"
"psychohistorians","300252313","psychohistorians","AAT Getty","http://vocab.getty.edu/aat/300025539","historians","http://vocab.getty.edu/aat/300252313"
"phonologists","300252088","phonologists","AAT Getty","http://vocab.getty.edu/aat/300025561","linguists","http://vocab.getty.edu/aat/300252088"
"metaphysicians","300025572","metaphysicians","AAT Getty","http://vocab.getty.edu/aat/300025569","philosophers","http://vocab.getty.edu/aat/300025572"
"physical therapists","300156146","physical therapists","AAT Getty","http://vocab.getty.edu/aat/300025598","therapists","http://vocab.getty.edu/aat/300156146"
"hunters (people)","300025619","hunters (people)","AAT Getty","http://vocab.getty.edu/aat/300025603","<people in agriculture or natural resource occupations>","http://vocab.getty.edu/aat/300025619"
"justices of the peace","300122956","justices of the peace","AAT Getty","http://vocab.getty.edu/aat/300025622","people in law","http://vocab.getty.edu/aat/300122956"
"museologists","300237080","museologists","AAT Getty","http://vocab.getty.edu/aat/300025631","<people in museology>","http://vocab.getty.edu/aat/300237080"
"directors (performing arts)","300025654","directors (performing arts)","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300025654"
"instrumentalists","300162131","instrumentalists","AAT Getty","http://vocab.getty.edu/aat/300025666","musicians","http://vocab.getty.edu/aat/300162131"
"fashion photographers","300386242","fashion photographers","AAT Getty","http://vocab.getty.edu/aat/300025687","photographers","http://vocab.getty.edu/aat/300386242"
"makeup arrangers","300025712","makeup arrangers","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300025712"
"make-up arrangers","300025712","make-up arrangers","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300025712"
"jewish clergy","300239153","Jewish clergy","AAT Getty","http://vocab.getty.edu/aat/300025747","clergy","http://vocab.getty.edu/aat/300239153"
"sadhus","300400833","sadhus","AAT Getty","http://vocab.getty.edu/aat/300025783","religious (people)","http://vocab.getty.edu/aat/300400833"
"naturalists","300112034","naturalists","AAT Getty","http://vocab.getty.edu/aat/300025785","<people in science-related occupations>","http://vocab.getty.edu/aat/300112034"
"trigonometers","300264412","trigonometers","AAT Getty","http://vocab.getty.edu/aat/300025786","mathematicians","http://vocab.getty.edu/aat/300264412"
"conservation scientists","300025820","conservation scientists","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300025820"
"caricaturists","300025108","caricaturists","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300025108"
"batik artists","300386207","batik artists","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300386207"
"court artists","300386302","court artists","AAT Getty","http://vocab.getty.edu/aat/300386778","<artists by status or location>","http://vocab.getty.edu/aat/300386302"
"lokapālas","300404703","lokapālas","AAT Getty","http://vocab.getty.edu/aat/300343850","deities","http://vocab.getty.edu/aat/300404703"
"devils (spirits)","300379005","devils (spirits)","AAT Getty","http://vocab.getty.edu/aat/300379007","spirits (beings)","http://vocab.getty.edu/aat/300379005"
"matte artists","300310082","matte artists","AAT Getty","http://vocab.getty.edu/aat/300260891","<painters by location or context>","http://vocab.getty.edu/aat/300310082"
"wizards","300379459","wizards","AAT Getty","http://vocab.getty.edu/aat/300239172","<people in the occult sciences>","http://vocab.getty.edu/aat/300379459"
"lutenists","300235043","lutenists","AAT Getty","http://vocab.getty.edu/aat/300234983","stringed instrumentalists","http://vocab.getty.edu/aat/300235043"
"trumpeters","300235064","trumpeters","AAT Getty","http://vocab.getty.edu/aat/300234984","wind instrumentalists","http://vocab.getty.edu/aat/300235064"
"commanding officers","300236474","commanding officers","AAT Getty","http://vocab.getty.edu/aat/300236210","military officers","http://vocab.getty.edu/aat/300236474"
"pharaohs","300150507","pharaohs","AAT Getty","http://vocab.getty.edu/aat/300237007","monarchs","http://vocab.getty.edu/aat/300150507"
"watchmen","300025876","watchmen","AAT Getty","http://vocab.getty.edu/aat/300239083","<people in security and protection occupations>","http://vocab.getty.edu/aat/300025876"
"pilots","300236293","pilots","AAT Getty","http://vocab.getty.edu/aat/300239090","<people in transportation occupations>","http://vocab.getty.edu/aat/300236293"
"curates","300264485","curates","AAT Getty","http://vocab.getty.edu/aat/300239152","Christian clergy","http://vocab.getty.edu/aat/300264485"
"herdsmen","300025615","herdsmen","AAT Getty","http://vocab.getty.edu/aat/300230848","<people in agriculture>","http://vocab.getty.edu/aat/300025615"
"marines (soldiers)","300250748","marines (soldiers)","AAT Getty","http://vocab.getty.edu/aat/300185678","soldiers","http://vocab.getty.edu/aat/300250748"
"viziers (officers)","300264263","viziers (officers)","AAT Getty","http://vocab.getty.edu/aat/300189710","officers (administrators)","http://vocab.getty.edu/aat/300264263"
"brewers","300236161","brewers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300236161"
"ribbonmakers","300263265","ribbonmakers","AAT Getty","http://vocab.getty.edu/aat/300168309","<textile workers by product>","http://vocab.getty.edu/aat/300263265"
"film critics","300386247","film critics","AAT Getty","http://vocab.getty.edu/aat/300168332","<people in arts-related occupations>","http://vocab.getty.edu/aat/300386247"
"engineers","300025063","engineers","AAT Getty","http://vocab.getty.edu/aat/300168334","<people in engineering, building trades and planning>","http://vocab.getty.edu/aat/300025063"
"numismatists","300025565","numismatists","AAT Getty","http://vocab.getty.edu/aat/300168378","<people in history-related occupations>","http://vocab.getty.edu/aat/300025565"
"people in law","300025622","people in law","AAT Getty","http://vocab.getty.edu/aat/300168393","<people in social science-related occupations>","http://vocab.getty.edu/aat/300025622"
"dervishes","300025778","dervishes","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300025778"
"exegetes","300386249","exegetes","AAT Getty","http://vocab.getty.edu/aat/300171575","<people in literature-related occupations>","http://vocab.getty.edu/aat/300386249"
"geographers","300025592","geographers","AAT Getty","http://vocab.getty.edu/aat/300171580","social scientists","http://vocab.getty.edu/aat/300025592"
"custodians","300160390","custodians","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300160390"
"hygienists","300236866","hygienists","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300236866"
"translators","300025601","translators","AAT Getty","http://vocab.getty.edu/aat/300103043","people in communications","http://vocab.getty.edu/aat/300025601"
"entertainers","300417563","entertainers","AAT Getty","http://vocab.getty.edu/aat/300068931","performing artists","http://vocab.getty.edu/aat/300417563"
"gilders","300025261","gilders","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300025261"
"window maker","300386357","window makers","AAT Getty","http://vocab.getty.edu/aat/300025283","glassworkers","http://vocab.getty.edu/aat/300386357"
"window makers","300386357","window makers","AAT Getty","http://vocab.getty.edu/aat/300025283","glass-workers","http://vocab.getty.edu/aat/300386357"
"smeltermen","300025308","smeltermen","AAT Getty","http://vocab.getty.edu/aat/300025300","<metalworkers by process or technique>","http://vocab.getty.edu/aat/300025308"
"smelter-men","300025308","smelter-men","AAT Getty","http://vocab.getty.edu/aat/300025300","<metalworkers by process or technique>","http://vocab.getty.edu/aat/300025308"
"iron workers","300435191","iron workers","AAT Getty","http://vocab.getty.edu/aat/300025312","<metalworkers by type of metal>","http://vocab.getty.edu/aat/300435191"
"gun founders","300435180","gun founders","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300435180"
"spinners","300025363","spinners","AAT Getty","http://vocab.getty.edu/aat/300025349","textile workers","http://vocab.getty.edu/aat/300025363"
"delegates","300252566","delegates","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300252566"
"trustees","300025881","trustees","AAT Getty","http://vocab.getty.edu/aat/300025427","administrators","http://vocab.getty.edu/aat/300025881"
"lieutenant governors","300136442","lieutenant governors","AAT Getty","http://vocab.getty.edu/aat/300025457","public officers","http://vocab.getty.edu/aat/300136442"
"dogaressas","300386269","dogaressas","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300386269"
"diarists","300025497","diarists","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300025497"
"urban historians","300138709","urban historians","AAT Getty","http://vocab.getty.edu/aat/300025539","historians","http://vocab.getty.edu/aat/300138709"
"psycholinguists","300252306","psycholinguists","AAT Getty","http://vocab.getty.edu/aat/300025561","linguists","http://vocab.getty.edu/aat/300252306"
"pataphysicians","300404623","pataphysicians","AAT Getty","http://vocab.getty.edu/aat/300025569","philosophers","http://vocab.getty.edu/aat/300404623"
"lumbermen","300025611","lumbermen","AAT Getty","http://vocab.getty.edu/aat/300025603","<people in agriculture or natural resource occupations>","http://vocab.getty.edu/aat/300025611"
"lawyers","300025627","lawyers","AAT Getty","http://vocab.getty.edu/aat/300025622","people in law","http://vocab.getty.edu/aat/300025627"
"preparators","300025643","preparators","AAT Getty","http://vocab.getty.edu/aat/300025631","<people in museology>","http://vocab.getty.edu/aat/300025643"
"disc jockeys","300265803","disc jockeys","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300265803"
"singers","300025684","singers","AAT Getty","http://vocab.getty.edu/aat/300025666","musicians","http://vocab.getty.edu/aat/300025684"
"holographers","300256169","holographers","AAT Getty","http://vocab.getty.edu/aat/300025687","photographers","http://vocab.getty.edu/aat/300256169"
"opaquers","300025714","opaquers","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300025714"
"priestesses","300343853","priestesses","AAT Getty","http://vocab.getty.edu/aat/300025747","clergy","http://vocab.getty.edu/aat/300343853"
"tertiaries (people in religion)","300404354","tertiaries (people in religion)","AAT Getty","http://vocab.getty.edu/aat/300025783","religious (people)","http://vocab.getty.edu/aat/300404354"
"systems analysts","300025822","systems analysts","AAT Getty","http://vocab.getty.edu/aat/300025785","<people in science-related occupations>","http://vocab.getty.edu/aat/300025822"
"cosmographers","300236518","cosmographers","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300236518"
"zoologists","300025792","zoologists","AAT Getty","http://vocab.getty.edu/aat/300025790","biologists","http://vocab.getty.edu/aat/300025792"
"particle physicists","300251810","particle physicists","AAT Getty","http://vocab.getty.edu/aat/300025816","physicists","http://vocab.getty.edu/aat/300251810"
"white collar workers","300025895","white collar workers","AAT Getty","http://vocab.getty.edu/aat/300025886","workers","http://vocab.getty.edu/aat/300025895"
"government architects","300024989","government architects","AAT Getty","http://vocab.getty.edu/aat/300024987","architects","http://vocab.getty.edu/aat/300024989"
"carpenters","300025008","carpenters","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025008"
"stonemasons","300025045","stonemasons","AAT Getty","http://vocab.getty.edu/aat/300025040","masons (construction workers)","http://vocab.getty.edu/aat/300025045"
"demolition engineers","300386349","demolition engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300386349"
"grainers","300025146","grainers","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300025146"
"photoengraver","300025715","photoengravers","AAT Getty","http://vocab.getty.edu/aat/300025164","printmakers","http://vocab.getty.edu/aat/300025715"
"photoengravers","300025715","photoengravers","AAT Getty","http://vocab.getty.edu/aat/300025164","print-makers","http://vocab.getty.edu/aat/300025715"
"wax workers","300378951","wax workers","AAT Getty","http://vocab.getty.edu/aat/300025181","sculptors","http://vocab.getty.edu/aat/300378951"
"furniture designers","300386292","furniture designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300386292"
"bankers (people)","300025209","bankers (people)","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300025209"
"clothing manufacturers","300386337","clothing manufacturers","AAT Getty","http://vocab.getty.edu/aat/300025230","manufacturers","http://vocab.getty.edu/aat/300386337"
"stationers","300312195","stationers","AAT Getty","http://vocab.getty.edu/aat/300025245","merchants","http://vocab.getty.edu/aat/300312195"
"foundrymen","300025260","foundrymen","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300025260"
"foundry-men","300025260","foundry-men","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300025260"
"interior architects","300395661","interior architects","AAT Getty","http://vocab.getty.edu/aat/300024987","architects","http://vocab.getty.edu/aat/300395661"
"clerks of the works","300025441","clerks of the works","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025441"
"electrical engineers","300025079","electrical engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300025079"
"oil painters","300386229","oil painters","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300386229"
"photogravurist","300252901","photogravurists","AAT Getty","http://vocab.getty.edu/aat/300025164","printmakers","http://vocab.getty.edu/aat/300252901"
"photogravurists","300252901","photogravurists","AAT Getty","http://vocab.getty.edu/aat/300025164","print-makers","http://vocab.getty.edu/aat/300252901"
"garden designers","300386168","garden designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300386168"
"bidders","300024999","bidders","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300024999"
"electronics manufacturers","300386679","electronics manufacturers","AAT Getty","http://vocab.getty.edu/aat/300025230","manufacturers","http://vocab.getty.edu/aat/300386679"
"sutlers","300312226","sutlers","AAT Getty","http://vocab.getty.edu/aat/300025245","merchants","http://vocab.getty.edu/aat/300312226"
"framemakers","300386294","framemakers","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300386294"
"glassworkers","300025283","glassworkers","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300025283"
"glass-workers","300025283","glass-workers","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300025283"
"smiths","300435231","smiths","AAT Getty","http://vocab.getty.edu/aat/300025300","<metalworkers by process or technique>","http://vocab.getty.edu/aat/300435231"
"pewterers","300025322","pewterers","AAT Getty","http://vocab.getty.edu/aat/300025312","<metalworkers by type of metal>","http://vocab.getty.edu/aat/300025322"
"ironmongers","300312187","ironmongers","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300312187"
"stylists","300025364","stylists","AAT Getty","http://vocab.getty.edu/aat/300025349","textile workers","http://vocab.getty.edu/aat/300025364"
"deputies","300250472","deputies","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300250472"
"magistrates","300025467","magistrates","AAT Getty","http://vocab.getty.edu/aat/300025457","public officers","http://vocab.getty.edu/aat/300025467"
"doges","300025463","doges","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300025463"
"rhetoricians","300025578","rhetoricians","AAT Getty","http://vocab.getty.edu/aat/300025485","<people in the humanities>","http://vocab.getty.edu/aat/300025578"
"dramatists","300417553","dramatists","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300417553"
"semanticists","300025581","semanticists","AAT Getty","http://vocab.getty.edu/aat/300025561","linguists","http://vocab.getty.edu/aat/300025581"
"semanticians","300025581","semanticians","AAT Getty","http://vocab.getty.edu/aat/300025561","linguists","http://vocab.getty.edu/aat/300025581"
"phenomenologists","300025573","phenomenologists","AAT Getty","http://vocab.getty.edu/aat/300025569","philosophers","http://vocab.getty.edu/aat/300025573"
"miners","300025275","miners","AAT Getty","http://vocab.getty.edu/aat/300025603","<people in agriculture or natural resource occupations>","http://vocab.getty.edu/aat/300025275"
"muftis","300410441","muftis","AAT Getty","http://vocab.getty.edu/aat/300025622","people in law","http://vocab.getty.edu/aat/300410441"
"registrars (museology)","300025644","registrars (museology)","AAT Getty","http://vocab.getty.edu/aat/300025631","<people in museology>","http://vocab.getty.edu/aat/300025644"
"dramaturges","300403978","dramaturges","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300403978"
"industrial photographers","300435201","industrial photographers","AAT Getty","http://vocab.getty.edu/aat/300025687","photographers","http://vocab.getty.edu/aat/300435201"
"pressmen","300025731","pressmen","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300025731"
"priests","300025774","priests","AAT Getty","http://vocab.getty.edu/aat/300025747","clergy","http://vocab.getty.edu/aat/300025774"
"taxonomists","300237758","taxonomists","AAT Getty","http://vocab.getty.edu/aat/300025785","<people in science-related occupations>","http://vocab.getty.edu/aat/300237758"
"crystallographers","300025796","crystallographers","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300025796"
"griots","300260302","griots","AAT Getty","http://vocab.getty.edu/aat/300068931","performing artists","http://vocab.getty.edu/aat/300260302"
"transmitters (people in communications)","300410362","transmitters (people in communications)","AAT Getty","http://vocab.getty.edu/aat/300103043","people in communications","http://vocab.getty.edu/aat/300410362"
"nurses","300156142","nurses","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300156142"
"brickmakers","300025282","brickmakers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300025282"
"tapestry weavers","300025366","tapestry weavers","AAT Getty","http://vocab.getty.edu/aat/300168309","<textile workers by product>","http://vocab.getty.edu/aat/300025366"
"film historians","300417567","film historians","AAT Getty","http://vocab.getty.edu/aat/300168332","<people in arts-related occupations>","http://vocab.getty.edu/aat/300417567"
"planners","300025090","planners","AAT Getty","http://vocab.getty.edu/aat/300168334","<people in engineering, building trades and planning>","http://vocab.getty.edu/aat/300025090"
"paleographers","300025491","paleographers","AAT Getty","http://vocab.getty.edu/aat/300168378","<people in history-related occupations>","http://vocab.getty.edu/aat/300025491"
"palaeographers","300025491","palaeographers","AAT Getty","http://vocab.getty.edu/aat/300168378","<people in history-related occupations>","http://vocab.getty.edu/aat/300025491"
"social workers","300122943","social workers","AAT Getty","http://vocab.getty.edu/aat/300168393","<people in social science-related occupations>","http://vocab.getty.edu/aat/300122943"
"ecclesiastics","300411986","ecclesiastics","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300411986"
"lexicographers","300025554","lexicographers","AAT Getty","http://vocab.getty.edu/aat/300171575","<people in literature-related occupations>","http://vocab.getty.edu/aat/300025554"
"gerontologists","300122946","gerontologists","AAT Getty","http://vocab.getty.edu/aat/300171580","social scientists","http://vocab.getty.edu/aat/300122946"
"doorkeepers","300263266","doorkeepers","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300263266"
"porters (doorkeepers)","300263266","porters (doorkeepers)","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300263266"
"mercenaries","300234964","mercenaries","AAT Getty","http://vocab.getty.edu/aat/300185678","soldiers","http://vocab.getty.edu/aat/300234964"
"livestock breeders","300136443","livestock breeders","AAT Getty","http://vocab.getty.edu/aat/300230848","<people in agriculture>","http://vocab.getty.edu/aat/300136443"
"violinists","300235044","violinists","AAT Getty","http://vocab.getty.edu/aat/300234983","stringed instrumentalists","http://vocab.getty.edu/aat/300235044"
"field marshals","300236754","field marshals","AAT Getty","http://vocab.getty.edu/aat/300236210","military officers","http://vocab.getty.edu/aat/300236754"
"field-marshals","300236754","field-marshals","AAT Getty","http://vocab.getty.edu/aat/300236210","military officers","http://vocab.getty.edu/aat/300236754"
"queens (people)","300025483","queens (people)","AAT Getty","http://vocab.getty.edu/aat/300237007","monarchs","http://vocab.getty.edu/aat/300025483"
"shippers","300025875","shippers","AAT Getty","http://vocab.getty.edu/aat/300239090","<people in transportation occupations>","http://vocab.getty.edu/aat/300025875"
"deacons","300025760","deacons","AAT Getty","http://vocab.getty.edu/aat/300239152","Christian clergy","http://vocab.getty.edu/aat/300025760"
"occultists","300386282","occultists","AAT Getty","http://vocab.getty.edu/aat/300239172","<people in the occult sciences>","http://vocab.getty.edu/aat/300386282"
"muralists (painters)","300025153","muralists (painters)","AAT Getty","http://vocab.getty.edu/aat/300260891","<painters by location or context>","http://vocab.getty.edu/aat/300025153"
"muses (deities)","300306786","muses (deities)","AAT Getty","http://vocab.getty.edu/aat/300343850","deities","http://vocab.getty.edu/aat/300306786"
"ganas (spirits)","300395671","ganas (spirits)","AAT Getty","http://vocab.getty.edu/aat/300379007","spirits (beings)","http://vocab.getty.edu/aat/300395671"
"cartoonists","300025110","cartoonists","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300025110"
"billboard artists","300386239","billboard artists","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300386239"
"dissident artists","300049113","dissident artists","AAT Getty","http://vocab.getty.edu/aat/300386778","<artists by status or location>","http://vocab.getty.edu/aat/300049113"
"secular priests","300386281","secular priests","AAT Getty","http://vocab.getty.edu/aat/300025747","clergy","http://vocab.getty.edu/aat/300386281"
"technologists","300237760","technologists","AAT Getty","http://vocab.getty.edu/aat/300025785","<people in science-related occupations>","http://vocab.getty.edu/aat/300237760"
"cyberneticians","300025524","cyberneticians","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300025524"
"emirs","300389763","emirs","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300389763"
"academics (people)","300266109","academics (people)","AAT Getty","http://vocab.getty.edu/aat/300025485","<people in the humanities>","http://vocab.getty.edu/aat/300266109"
"essayists","300025499","essayists","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300025499"
"semioticians","300417576","semioticians","AAT Getty","http://vocab.getty.edu/aat/300025561","linguists","http://vocab.getty.edu/aat/300417576"
"trappers","300025621","trappers","AAT Getty","http://vocab.getty.edu/aat/300025603","<people in agriculture or natural resource occupations>","http://vocab.getty.edu/aat/300025621"
"ulema (people in law)","300410440","ulema (people in law)","AAT Getty","http://vocab.getty.edu/aat/300025622","people in law","http://vocab.getty.edu/aat/300410440"
"film crews","300265216","film crews","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300265216"
"photographic artists","300435143","photographic artists","AAT Getty","http://vocab.getty.edu/aat/300025687","photographers","http://vocab.getty.edu/aat/300435143"
"printers (people)","300025732","printers (people)","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300025732"
"glazers (applying glaze)","300239463","glazers (applying glaze)","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300239463"
"welders","300025311","welders","AAT Getty","http://vocab.getty.edu/aat/300025300","<metalworkers by process or technique>","http://vocab.getty.edu/aat/300025311"
"platinum workers","300378953","platinum workers","AAT Getty","http://vocab.getty.edu/aat/300025312","<metalworkers by type of metal>","http://vocab.getty.edu/aat/300378953"
"locksmiths","300025336","locksmiths","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300025336"
