"literal","code","standard","contributor","province"
"huppel, huizen.","11119","Winterswijk","cedarproject","Gelderland"
"henyel, huizen.","11119","Winterswijk","cedarproject","Gelderland"
"kotten, huizen.","11119","Winterswijk","cedarproject","Gelderland"
"brinkheurne, huizen.","11119","Winterswijk","cedarproject","Gelderland"
"woold, huizen.","11119","Winterswijk","cedarproject","Gelderland"
"dorpbuurt, huizen.","11119","Winterswijk","cedarproject","Gelderland"
"wissekerke.","11436","Wissekerke [ZBev]","cedarproject","Zeeland"
"woensdrecht.","10602","Woensdrecht","cedarproject","Noord-Brabant"
"woensel.","10894","Woensel","cedarproject","Noord-Brabant"
"st. franciscusklooster.","10974","Woerden","cedarproject","Utrecht"
"r.k. meisjesschool.","10974","Woerden","cedarproject","Utrecht"
"r.k. weeshuis,, st. annahuis'.","10974","Woerden","cedarproject","Utrecht"
"wognum. (vervolg.)","10818","Wognum","cedarproject","Noord-Holland"
"witmarsum, augustijnenklooster.","10454","Witmarsum","cedarproject","Friesland"
"witmarsum, marechaussee kazerne.","10454","Witmarsum","cedarproject","Friesland"
"witmarsum, overige huizen.","10454","Witmarsum","cedarproject","Friesland"
"allingawier, huizen.","10454","Witmarsum","cedarproject","Friesland"
"arum, huizen.","10454","Witmarsum","cedarproject","Friesland"
"burgwerd, huizen.","10454","Witmarsum","cedarproject","Friesland"
"cornwerd, huizen.","10454","Witmarsum","cedarproject","Friesland"
"dedgum, huizen.","10454","Witmarsum","cedarproject","Friesland"
"engwier, huizen.","10454","Witmarsum","cedarproject","Friesland"
"exmorra, huizen.","10454","Witmarsum","cedarproject","Friesland"
"ferwoude, huizen.","10454","Witmarsum","cedarproject","Friesland"
"gaast, huizen.","10454","Witmarsum","cedarproject","Friesland"
"greonterp, huizen.","10454","Witmarsum","cedarproject","Friesland"
"hartwerd, huizen.","10454","Witmarsum","cedarproject","Friesland"
"hichtum, huizen.","10454","Witmarsum","cedarproject","Friesland"
"hieslum, huizen.","10454","Witmarsum","cedarproject","Friesland"
"idsegahuizum, huizen.","10454","Witmarsum","cedarproject","Friesland"
"kimswerd, huizen.","10454","Witmarsum","cedarproject","Friesland"
"lollum, huizen.","10454","Witmarsum","cedarproject","Friesland"
"wonseradeel. (vervolg.)","10454","Witmarsum","cedarproject","Friesland"
"langerhouw, huizen.","10454","Witmarsum","cedarproject","Friesland"
"oldeclooster, huizen.","10454","Witmarsum","cedarproject","Friesland"
"parrega, huizen.","10454","Witmarsum","cedarproject","Friesland"
"piaam, huizen.","10454","Witmarsum","cedarproject","Friesland"
"pingjum, huizen.","10454","Witmarsum","cedarproject","Friesland"
"schettens, huizen.","10454","Witmarsum","cedarproject","Friesland"
"schraard, huizen.","10454","Witmarsum","cedarproject","Friesland"
"tjerkwerd, huizen.","10454","Witmarsum","cedarproject","Friesland"
"ugoclooster, huizen.","10454","Witmarsum","cedarproject","Friesland"
"wons, huizen.","10454","Witmarsum","cedarproject","Friesland"
"zurich, huizen.","10454","Witmarsum","cedarproject","Friesland"
"heidenschap, huizen.","10768","Nijefurd","cedarproject","Friesland"
"arken.","10768","Nijefurd","cedarproject","Friesland"
"tijd. i/h buitenland vertoevend.","10768","Nijefurd","cedarproject","Friesland"
"woubrugge. (vervolg.)","10461","Jacobswoude","cedarproject","Zuid-Holland"
"onbehuisden.","10461","Jacobswoude","cedarproject","Zuid-Holland"
"dorp, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"geerenstein, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"meent, molenweg en slappendel, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"henschoten, piramide en bovenste-buurt, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"klein ringelpoel, wetering en schans, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"ekeris, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"huisstederdijk en huisstede, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"rumelaar, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"laagerf, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"haarkant, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"lambalgen, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"t broek, enz. huizen.","11398","Woudenberg","cedarproject","Utrecht"
"brinkkant, station enz. huizen.","11398","Woudenberg","cedarproject","Utrecht"
"voskuilen, moorst, scherpenzeelschenweg, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"scherpenzeelschenweg, kade en holevoet, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"nieuw- en achterstraat, huizen.","11398","Woudenberg","cedarproject","Utrecht"
"wouw. (vervolg.)","10808","Wouw","cedarproject","Noord-Brabant"
"yerseke.","11247","Yerseke","cedarproject","Zeeland"
"zalt bommel","10557","Zaltbommel","cedarproject","Gelderland"
"t zand.","10956","t Zandt","cedarproject","Groningen"
"zeeland. (vervolg.)","10759","Zeeland","cedarproject","Noord-Brabant"
"zegveld (buurt), huizen.","10949","Zegveld","cedarproject","Utrecht"
"lagenbroek, huizen.","10949","Zegveld","cedarproject","Utrecht"
"hoogenbroek, huizen.","10949","Zegveld","cedarproject","Utrecht"
"meije, huizen.","10949","Zegveld","cedarproject","Utrecht"
"zegwaard.","10185","Zegwaart","cedarproject","Zuid-Holland"
"dorp, huizen.","10185","Zegwaart","cedarproject","Zuid-Holland"
"de hoorn, huizen.","10185","Zegwaart","cedarproject","Zuid-Holland"
"rokkeveen, huizen.","10185","Zegwaart","cedarproject","Zuid-Holland"
"zegwaardscheweg, huizen.","10185","Zegwaart","cedarproject","Zuid-Holland"
"geerweg, huizen.","10185","Zegwaart","cedarproject","Zuid-Holland"
"molenweg en voorhoekje, huizen.","10185","Zegwaart","cedarproject","Zuid-Holland"
"delfsche wallen, huizen.","10185","Zegwaart","cedarproject","Zuid-Holland"
"leidsche wallen, huizen.","10185","Zegwaart","cedarproject","Zuid-Holland"
"zeist.","10324","Zeist","cedarproject","Utrecht"
"zesgehuchten.","10329","Zesgehuchten","cedarproject","Noord-Brabant"
"zevenbergen. (vervolg.)","10046","Moerdijk","cedarproject","Noord-Brabant"
"dorp, huizen.","11317","Zevenhoven","cedarproject","Zuid-Holland"
"nieuwkoopsche polder, huizen.","11317","Zevenhoven","cedarproject","Zuid-Holland"
"achterweg, huizen.","11317","Zevenhoven","cedarproject","Zuid-Holland"
"kous, huizen.","11317","Zevenhoven","cedarproject","Zuid-Holland"
"noordsche dijk, huizen.","11317","Zevenhoven","cedarproject","Zuid-Holland"
"noordsche buurt, huizen.","11317","Zevenhoven","cedarproject","Zuid-Holland"
"mijdrechtsche dijken, huizen.","11317","Zevenhoven","cedarproject","Zuid-Holland"
"noordeinde, huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"dorp, huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"zuideinde, huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"groeneweg, huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"eendrachtspolder a. huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"eendrachtspolder b. huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"tweemandpolder, huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"zuidplaspolder, huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"rotte, huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"prins alexander polder, huizen.","11377","Moerhuizen","cedarproject","Zuid-Holland"
"zierikzee.(vervolg.)","10843","Schouwen-Duiveland","cedarproject","Zeeland"
"zijpe (de).","10004","Zijpe","cedarproject","Noord-Holland"
"kerk avezaath, huizen.","10897","Zoelen","cedarproject","Gelderland"
"kapel avezaarth, huizen.","10897","Zoelen","cedarproject","Gelderland"
"zoelen, huizen.","10897","Zoelen","cedarproject","Gelderland"
"dorp, st. nicolaaszorg.","10766","Zoetermeer","cedarproject","Zuid-Holland"
"dorp, overige huizen.","10766","Zoetermeer","cedarproject","Zuid-Holland"
"delfsche wallen, huizen.","10766","Zoetermeer","cedarproject","Zuid-Holland"
"leidsche wallen, huizen.","10766","Zoetermeer","cedarproject","Zuid-Holland"
"vlamingstraat, huizen.","10766","Zoetermeer","cedarproject","Zuid-Holland"
"voorweg, huizen.","10766","Zoetermeer","cedarproject","Zuid-Holland"
"zoetermeersche polder en zoetermeersche meerpolder, huizen.","10766","Zoetermeer","cedarproject","Zuid-Holland"
"roeleveen en landscheiding, huizen.","10766","Zoetermeer","cedarproject","Zuid-Holland"
"diaconie-armhuis","10779","Valkenisse [Walcheren]","cedarproject","Zeeland"
"burgerlijk armhuis","10779","Valkenisse [Walcheren]","cedarproject","Zeeland"
"zuid- en noord-schermer.","11311","Zuid- en Noord-Schermer","cedarproject","Noord-Holland"
"weide, huizen","10262","De Wolden","cedarproject","Drenthe"
"ten arlo, huizen","10262","De Wolden","cedarproject","Drenthe"
"lubbinge, huizen","10262","De Wolden","cedarproject","Drenthe"
"steenbergen, huizen","10262","De Wolden","cedarproject","Drenthe"
"kerkenbosch, huizen","10262","De Wolden","cedarproject","Drenthe"
"schottershuizen, huizen","10262","De Wolden","cedarproject","Drenthe"
"linde, huizen","10262","De Wolden","cedarproject","Drenthe"
"nolde, huizen","10262","De Wolden","cedarproject","Drenthe"
"rabbinge, huizen","10262","De Wolden","cedarproject","Drenthe"
"wildenberg, huizen","10262","De Wolden","cedarproject","Drenthe"
"pieperij, huizen","10262","De Wolden","cedarproject","Drenthe"
"bloemberg, huizen","10262","De Wolden","cedarproject","Drenthe"
"veeningen, huizen","10262","De Wolden","cedarproject","Drenthe"
"lageveen, huizen","10262","De Wolden","cedarproject","Drenthe"
"moddergat, huizen","10262","De Wolden","cedarproject","Drenthe"
"nijlstad, huizen","10262","De Wolden","cedarproject","Drenthe"
"alteveer en oosterveld, huizen","10262","De Wolden","cedarproject","Drenthe"
"kerkenveld, huizen","10262","De Wolden","cedarproject","Drenthe"
"zandveld, huizen","10262","De Wolden","cedarproject","Drenthe"
"braamberg, huizen","10262","De Wolden","cedarproject","Drenthe"
"linderveld, huizen","10262","De Wolden","cedarproject","Drenthe"
"tip, huizen","10262","De Wolden","cedarproject","Drenthe"
"vuile riete, huizen","10262","De Wolden","cedarproject","Drenthe"
"paardelanden en schrapveen, huizen","10262","De Wolden","cedarproject","Drenthe"
"wemmenhave, huizen","10262","De Wolden","cedarproject","Drenthe"
"middelveen, huizen","10262","De Wolden","cedarproject","Drenthe"
"bazuin, huizen","10262","De Wolden","cedarproject","Drenthe"
"drogt, huizen","10262","De Wolden","cedarproject","Drenthe"
"westerveld, armenwerkhuis.","10262","De Wolden","cedarproject","Drenthe"
"westerveld, overige huizen","10262","De Wolden","cedarproject","Drenthe"
"fort, huizen","10262","De Wolden","cedarproject","Drenthe"
"kanaaldijk, huizen","10059","Zuilen","cedarproject","Utrecht"
"oostwaard, huizen","10059","Zuilen","cedarproject","Utrecht"
"dorp zuilen, huizen","10059","Zuilen","cedarproject","Utrecht"
"zutphen (vervolg)","10254","Zutphen","cedarproject","Gelderland"
"oosteind, huizen","10218","Zwaag","cedarproject","Noord-Holland"
"kerkebuurt, huizen","10218","Zwaag","cedarproject","Noord-Holland"
"westeind, huizen","10218","Zwaag","cedarproject","Noord-Holland"
"keern, huizen","10218","Zwaag","cedarproject","Noord-Holland"
"zwaagdijk, huizen","10218","Zwaag","cedarproject","Noord-Holland"
"bangert, huizen","10218","Zwaag","cedarproject","Noord-Holland"
"unjerpad, huizen","10218","Zwaag","cedarproject","Noord-Holland"
"krijterspad, huizen","10218","Zwaag","cedarproject","Noord-Holland"
"zweeloo.","10872","Zweeloo","cedarproject","Drenthe"
"zweeloo, marechaussée kazerne.","10872","Zweeloo","cedarproject","Drenthe"
"zweeloo, overige huizen","10872","Zweeloo","cedarproject","Drenthe"
"benneveld, huizen","10872","Zweeloo","cedarproject","Drenthe"
"aalden, huizen","10872","Zweeloo","cedarproject","Drenthe"
"meppen, huizen","10872","Zweeloo","cedarproject","Drenthe"
"wezup, huizen","10872","Zweeloo","cedarproject","Drenthe"
"wezuperbrug, huizen","10872","Zweeloo","cedarproject","Drenthe"
"ellertsveld, huizen","10872","Zweeloo","cedarproject","Drenthe"
"het vrouwenhuis","10093","Zwolle","cedarproject","Overijssel"
"fraterstichting","10093","Zwolle","cedarproject","Overijssel"
"kazerne","10093","Zwolle","cedarproject","Overijssel"
"marechaussée kazerne.","10093","Zwolle","cedarproject","Overijssel"
"weeshuis der n. h. gemeente.","10093","Zwolle","cedarproject","Overijssel"
"binnengasthuis","10093","Zwolle","cedarproject","Overijssel"
"liefdegesticht","10093","Zwolle","cedarproject","Overijssel"
"heerinkhuis","10093","Zwolle","cedarproject","Overijssel"
"de vilsterenshuizen","10093","Zwolle","cedarproject","Overijssel"
"emanu?´lshuis","10093","Zwolle","cedarproject","Overijssel"
"huis van bewaring","10093","Zwolle","cedarproject","Overijssel"
"passantenhuis.","10093","Zwolle","cedarproject","Overijssel"
"het sophia ziekenhuis","10093","Zwolle","cedarproject","Overijssel"
"r. k. ziekenverpleging","10093","Zwolle","cedarproject","Overijssel"
"het dominicanerklooster","10093","Zwolle","cedarproject","Overijssel"
"haersolterhuis","10093","Zwolle","cedarproject","Overijssel"
"oude mannen- en vrouwenhuis","10093","Zwolle","cedarproject","Overijssel"
"buitengasthuis","10093","Zwolle","cedarproject","Overijssel"
"cellemuiden, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"roebolligehoek, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"hasselerdijk, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"genne overwaters, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"nieuwe wetering, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"oude wetering, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"zeedijk, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"biswetering, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"s heerenbroek, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"westenholte, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"voorst, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"spoolde, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"oldeneel, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"schelle, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"harculo, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"windesheim, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"hoog-zuthem, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"laag-zuthem, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"zwollerkerspel (vervolg.)","10654","Zwollerkerspel","cedarproject","Overijssel"
"ittersum, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"wythmen, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"herfte, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"berkum veldhoek, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"berkum poepershoek, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"berkum bruggenhoek, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"berkum brinkhoek, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"langenholte, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"haerst, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"genne, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"holten, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"streukel, huizen","10654","Zwollerkerspel","cedarproject","Overijssel"
"bergen (nh.)","11424","Bergen [NH]","cedarproject","Noord-Holland"
"laren (nh.)","10649","Laren [NH]","cedarproject","Noord-Holland"
"nieuwe-niedorp","10073","Nieuwe Niedorp","cedarproject","Noord-Holland"
"achttienhoven (zh.)","10972","Achttienhoven [ZH]","cedarproject","Zuid-Holland"
"sint anthonypolder","10113","Sint Anthoniepolder","cedarproject","Zuid-Holland"
"hoogeveen in delfland","10835","Hoogeveen [Delfland]","cedarproject","Zuid-Holland"
"hoogeveen in rijnland","10755","Hoogeveen [Rijnland]","cedarproject","Zuid-Holland"
"oud en nieuw mathenesse","11302","Oud- en Nieuw-Mathenesse","cedarproject","Zuid-Holland"
"middelburg (zh.)","10483","Middelburg [ZH]","cedarproject","Zuid-Holland"
"nederslingelandt","10693","Nederslingeland","cedarproject","Zuid-Holland"
"nieuwveen in delfland","11273","Nieuweveen","cedarproject","Zuid-Holland"
"nieuwland, kortland en 's graveland","11406","Nieuwland, Kortland en 's-Graveland","cedarproject","Zuid-Holland"
"ruijven","11009","Ruiven","cedarproject","Zuid-Holland"
"rijswijk (zh.)","11133","Rijswijk [ZH]","cedarproject","Zuid-Holland"
"sandelinge-ambacht","11328","Sandelingen Ambacht","cedarproject","Zuid-Holland"
"stein (zh.)","11437","Stein [ZH]","cedarproject","Zuid-Holland"
"tienhoven (zh.)","10706","Tienhoven [ZH]","cedarproject","Zuid-Holland"
"oude-tonge","10714","Oostflakkee","cedarproject","Zuid-Holland"
"valkenburg (zh.)","10028","Valkenburg [ZH]","cedarproject","Zuid-Holland"
"zuidbroek (zh.)","10751","Zuidbroek [ZH]","cedarproject","Zuid-Holland"
"abcoude-proosdij","10712","Abcoude [1]","cedarproject","Utrecht"
"achttienhoven (u.)","10524","Achttienhoven [Ut]","cedarproject","Utrecht"
"cabouw","11275","Cabauw","cedarproject","Utrecht"
"gerverscop","11336","Gerverskop","cedarproject","Utrecht"
"gravesloot","10882","s-Gravesloot","cedarproject","Utrecht"
"kamerik houtdijken","10554","Kamerik [1]","cedarproject","Utrecht"
"kamerik mijzijde","10555","Kamerik-Mijzijde","cedarproject","Utrecht"
"tienhoven (u.)","10035","Tienhoven [Ut]","cedarproject","Utrecht"
"willige-langerak","10368","Willige Langerak","cedarproject","Utrecht"
"middelburg (z.)","10122","Middelburg [Ze]","cedarproject","Zeeland"
"'s-heer-abtskerke","10337","s-Heer Abtskerke","cedarproject","Zeeland"
"'s-heer-arendskerke","10875","s-Heer Arendskerke","cedarproject","Zeeland"
"serooskerke (schouwen-duivenland)","11014","Serooskerke [Schouwen]","cedarproject","Zeeland"
"sint-annaland","11200","Sint Annaland","cedarproject","Zeeland"
"sint anna termuiden","11012","Sint Anna ter Muiden","cedarproject","Zeeland"
"sint-maartensdijk","10716","Sint Maartensdijk","cedarproject","Zeeland"
"drongelen, hangoord, gansoyen, doeveren","10111","Drongelen","cedarproject","Noord-Brabant"
"meeuwen, heel en babylonienbroek","10216","Meeuwen","cedarproject","Noord-Brabant"
"sint michielsgestel","10496","Sint-Michielsgestel","cedarproject","Noord-Brabant"
"nieuwkuijk","11278","Nieuwkuyk","cedarproject","Noord-Brabant"
"oud en nieuw gastel","11363","Oud- en Nieuw-Gastel","cedarproject","Noord-Brabant"
"rijswijk (nb.)","11016","Rijswijk [NB]","cedarproject","Noord-Brabant"
"steenbergen en kruisland","10731","Steenbergen","cedarproject","Noord-Brabant"
"beek (l.)","11374","Beek [Li]","cedarproject","Limburg"
"bergen (l.)","11281","Bergen [Li]","cedarproject","Limburg"
"neerritter","11001","Neeritter","cedarproject","Limburg"
"sint odilienberg","10278","Sint Odiliënberg","cedarproject","Limburg"
"stein (l.)","11319","Stein [Li]","cedarproject","Limburg"
"valkenburg (l.)","11077","Valkenburg aan de Geul","cedarproject","Limburg"
"ambt-doetinchem","10396","Ambt Doetinchem","cedarproject","Gelderland"
"stad-doetinchem","10603","Stad Doetinchem","cedarproject","Gelderland"
"hengelo (gld.)","10359","Hengelo [Ge]","cedarproject","Gelderland"
"laren (gld.)","10098","Laren [Ge]","cedarproject","Gelderland"
"loenen en wolveren","10423","Loenen en Wolferen","cedarproject","Gelderland"
"ambt-hardenberg","10174","Ambt Hardenberg","cedarproject","Overijssel"
"hengelo (o.)","10907","Hengelo [Ov]","cedarproject","Overijssel"
"zuidbroek (gr.)","11282","Menterwolde","cedarproject","Groningen"
"hemelumer oldephaerd en noordwolde","10334","Hemelumer Oldeferd","cedarproject","Friesland"
"sloten (f.)","10867","Sloten [Fr]","cedarproject","Friesland"
"nieuwvliet.","11165","Nieuwvliet","cedarproject","Zeeland"
"broek sittard.","10655","Broeksittard","cedarproject","Limburg"
"huisseling en neerloon.","10049","Huisseling en Neerloon","cedarproject","Noord-Brabant"
"achtkarspelen.","10199","Achtkarspelen","cedarproject","Friesland"
"gronsveld.","10323","Gronsveld","cedarproject","Limburg"
"alphen en rietveld.","10710","Alphen-Chaam","cedarproject","Noord-Brabant"
"polsbroek. (zuid)","10993","Noord-Polsbroek","cedarproject","Utrecht"
"culenborg.","10342","Culemborg","cedarproject","Gelderland"
"nieuwland. (land van arkel)","11340","Nieuw- en Sint Joosland","cedarproject","Zeeland"
"ouden rhijn.","10114","Oudenrijn","cedarproject","Utrecht"
"gassel.","10705","Gassel","cedarproject","Noord-Brabant"
"hindeloopen.","10672","Hindeloopen","cedarproject","Friesland"
"katwijken (de beide) en het zand.","10707","Katwijk","cedarproject","Zuid-Holland"
"oost-stellingwerf","10836","Oosterwolde [Fr]","cedarproject","Friesland"
"bleskensgraaf.","10451","Bleskensgraaf","cedarproject","Zuid-Holland"
"zouteveen.","11231","Zouteveen","cedarproject","Zuid-Holland"
"hooge en lage zwaluwe.","11318","Hooge en Lage Zwaluwe","cedarproject","Noord-Brabant"
"wanrooij.","10265","Wanroij","cedarproject","Noord-Brabant"
"geldrop.","10529","Geldrop","cedarproject","Noord-Brabant"
"crommenie.","10373","Krommenie","cedarproject","Noord-Holland"
"nieuwland, korteland en 's graveland (bij schiedam).","11406","Nieuwland, Kortland en 's-Graveland","cedarproject","Zuid-Holland"
"abtsregt.","10946","Abtsregt","cedarproject","Zuid-Holland"
"rozenburg (oud en nieuw) c.a.","11314","Rozenburg","cedarproject","Zuid-Holland"
"meerdervoort.","10435","Meerdervoort","cedarproject","Zuid-Holland"
"oud-beijerland.","11301","Oud-Beijerland","cedarproject","Zuid-Holland"
"megen, haren en macharen.","10988","Megen","cedarproject","Noord-Brabant"
"ommen. (stad.)","11069","Ambt Ommen","cedarproject","Overijssel"
"domburg. (binnen en buiten)","10236","Domburg","cedarproject","Zeeland"
"texel. (eiland)","10237","Texel","cedarproject","Noord-Holland"
"abcoude, baambrugge.","11184","Abcoude-Baambrugge","cedarproject","Utrecht"
"kijfhoek.","10319","Kijfhoek","cedarproject","Zuid-Holland"
"engelen.","10322","Engelen","cedarproject","Noord-Brabant"
"ommen. (ambt.)","11069","Ambt Ommen","cedarproject","Overijssel"
"hoogeveen in rijnland.","10755","Hoogeveen [Rijnland]","cedarproject","Zuid-Holland"
"pouderoijen.","10135","Poederoijen","cedarproject","Gelderland"
"helvoet (nieuw-) en de quak.","10389","Helvoirt","cedarproject","Noord-Brabant"
"portengen.","10016","Portengen","cedarproject","Utrecht"
"hoogcarspel.","10642","Bangert","cedarproject","Noord-Holland"
"duist.","10070","Duist","cedarproject","Utrecht"
"nieuweschans.","10008","Nieuweschans","cedarproject","Groningen"
"oud valkenburg.","10868","Oud-Valkenburg","cedarproject","Limburg"
"vessem wintelre en knegsel.","11414","Vessem, Wintelre en Knegsel","cedarproject","Noord-Brabant"
"achthoven.","10141","Achthoven","cedarproject","Utrecht"
"zijbecarspel.","11167","Sijbekarspel","cedarproject","Noord-Holland"
"schardam.","10414","Schardam","cedarproject","Noord-Holland"
"doetinchem. (ambt)","10396","Ambt Doetinchem","cedarproject","Gelderland"
"nieuw vosmeer.","10401","Nieuw-Vossemeer","cedarproject","Noord-Brabant"
"hardenbergh. (ambt)","10174","Ambt Hardenberg","cedarproject","Overijssel"
"vollenhoven. (stad.)","11088","Ambt Vollenhove","cedarproject","Overijssel"
"hofwegen.","10325","Hofwegen","cedarproject","Zuid-Holland"
"waddinxveen (noord-) en st. huberts-geregt.","10081","Waddinxveen [1]","cedarproject","Zuid-Holland"
"luijkgestel.","10011","Luyksgestel","cedarproject","Noord-Brabant"
"laag nieuwkoop.","10305","Laag-Nieuwkoop","cedarproject","Utrecht"
"noordwijken, (de beide) langeveld en offem.","10769","Noordwijk","cedarproject","Zuid-Holland"
"ameland. (eiland)","11153","Ameland","cedarproject","Friesland"
"duizel en steensel.","11005","Duizel en Steensel","cedarproject","Noord-Brabant"
"zuid-schalkwijk","11394","Zuidschalkwijk","cedarproject","Noord-Holland"
"hardenbergh. (stad)","10174","Ambt Hardenberg","cedarproject","Overijssel"
"scharwoude.","11254","Scharwoude [bij Hoorn]","cedarproject","Noord-Holland"
"polsbroek. (noord)","10993","Noord-Polsbroek","cedarproject","Utrecht"
"nieuwpoort.","10748","Nieuwpoort","cedarproject","Zuid-Holland"
"vollenhove. (aalst)","11088","Ambt Vollenhove","cedarproject","Overijssel"
"veenhuizen.","10718","Veenhuizen","cedarproject","Noord-Holland"
"schonauwen.","11098","Schonauwen","cedarproject","Utrecht"
"almelo. (ambt)","11053","Almelo [1]","cedarproject","Overijssel"
"purmerend.","11066","Purmerend","cedarproject","Noord-Holland"
"delfshaven. (stad) met schoonderloo.","10908","Delfshaven","cedarproject","Zuid-Holland"
"kamerik houtdijke.","10554","Kamerik [1]","cedarproject","Utrecht"
"urk. (eiland)","10783","Urk","cedarproject","Flevoland"
"oudhuizen.","11171","Oudhuizen","cedarproject","Utrecht"
"nieuwe pekel a.","10950","Nieuwe Pekela","cedarproject","Groningen"
"giessen-nieuwkerk.","10255","Giessenburg","cedarproject","Zuid-Holland"
"darthuizen.","11168","Darthuizen","cedarproject","Utrecht"
"weespergarspel.","10377","Weesperkarspel","cedarproject","Noord-Holland"
"ijzendijke (stad).","10688","IJzendijke","cedarproject","Zeeland"
"veldhoven en mereveldhoven.","10071","Veldhoven","cedarproject","Noord-Brabant"
"neuzen. (stad)","10704","Neuzen","cedarproject","Zeeland"
"nieuwstad.","11140","Nieuwstadt","cedarproject","Limburg"
"oostel-, westel- en middelbeers.","10220","Oost-, West- en Middelbeers","cedarproject","Noord-Brabant"
"herkingen. (oud en nieuw)","10267","Herkingen","cedarproject","Zuid-Holland"
"strijensas.","11429","Strijensas","cedarproject","Zuid-Holland"
"vlieland. (eiland)","10211","Vlieland","cedarproject","Friesland"
"ubach-over-worms.","10146","Ubach over Worms","cedarproject","Limburg"
"schuddebeurs en simonshaven.","10626","Schuddebeurs en Simonshaven","cedarproject","Zuid-Holland"
"standdaarbuiten.","11212","Standdaarbuiten","cedarproject","Noord-Brabant"
"wervershof.","11270","Wervershoof","cedarproject","Noord-Holland"
"etten en leur.","10750","Etten en Leur","cedarproject","Noord-Brabant"
"heesbeen, eethen en genderen.","10010","Eethen","cedarproject","Noord-Brabant"
"heer-oudelands-ambacht.","11207","Heer Oudelands Ambacht","cedarproject","Zuid-Holland"
"oud en nieuw gassel.","11363","Oud- en Nieuw-Gastel","cedarproject","Noord-Brabant"
"verwolde.","10275","Verwolde","cedarproject","Gelderland"
"schellingwoude.","10651","Schellingwoude","cedarproject","Noord-Holland"
"amsterdam (oude zijde).","11150","Amsterdam","cedarproject","Noord-Holland"
"doesborg.","10327","Doesburg","cedarproject","Gelderland"
"aardenburg. (stad)","11020","Aardenburg","cedarproject","Zeeland"
"heukelum.","11308","Heukelum","cedarproject","Zuid-Holland"
"zuid-beijerland.","10917","Zuid-Beijerland","cedarproject","Zuid-Holland"
"anloo.","10787","Aa en Hunze","cedarproject","Drenthe"
"son en breugel.","10549","Son en Breugel","cedarproject","Noord-Brabant"
"almelo. (stad)","11053","Almelo [1]","cedarproject","Overijssel"
"amsterdam (nieuwe zijde.)","11150","Amsterdam","cedarproject","Noord-Holland"
